429,0,3.0
3300,0,3.0
3333,0,3.0
9618,0,3.0
9833,0,2.0
14694,0,3.0
21013,0,3.0
27237,0,4.0
354,1,3.0
3601,1,4.0
5011,1,3.0
9041,1,4.0
38832,1,4.0
44076,1,3.0
51564,1,3.0
211,2,5.0
2419,2,3.0
9535,2,4.0
22419,2,4.0
43211,2,2.0
24716,3,4.0
58175,3,4.0
59174,3,3.0
4340,4,4.0
14575,4,3.0
1691,5,4.0
2998,5,1.0
19840,5,4.0
22763,5,4.0
72001,5,3.0
296,6,3.0
398,6,5.0
1641,6,3.0
2632,6,4.0
4047,6,4.0
4713,6,3.0
8057,6,5.0
9060,6,4.0
12625,6,4.666666666666667
31692,6,5.0
35389,6,3.0
841,7,4.333333333333333
2580,7,4.0
25722,7,4.0
26796,7,2.0
33068,7,5.0
69131,7,3.0
991,8,4.0
2076,8,3.0
3163,8,4.0
3809,8,4.5
8102,8,4.0
106,9,4.0
403,9,3.0
409,9,2.0
540,9,3.0
1589,9,4.0
1981,9,4.0
8306,9,5.0
38260,9,4.0
367,10,4.0
2198,10,4.0
2301,10,2.0
11570,10,4.0
26410,10,4.0
44312,10,2.0
1451,11,4.0
5494,11,5.0
23422,11,4.0
1101,12,4.0
4231,12,4.0
5227,12,3.3333333333333335
13949,12,5.0
15358,12,3.0
29961,12,4.0
59588,12,5.0
761,13,4.0
4981,13,5.0
6753,13,4.0
19591,13,4.0
22478,13,5.0
3456,14,4.0
27906,14,4.0
31271,15,4.0
6099,16,3.0
13387,16,3.0
28746,16,3.0
38039,16,4.0
43914,16,4.0
52089,16,3.0
80565,16,4.0
585,17,4.0
1021,17,4.0
687,18,4.0
17492,18,3.0
10098,19,4.0
21132,19,5.0
35902,19,4.0
11994,21,3.0
36991,21,3.0
13700,22,4.0
1383,23,4.0
3150,23,4.0
17219,23,4.0
1895,24,5.0
27200,24,4.0
259,25,3.5
316,25,4.0
6474,25,4.0
1852,26,5.0
2045,26,5.0
2365,26,4.0
4038,26,5.0
4198,26,4.0
21349,26,4.0
66698,26,4.0
3123,28,3.0
11399,28,2.0
41,29,4.0
13540,29,4.0
84,30,4.0
280,30,4.0
4666,30,4.0
5775,30,4.0
1568,31,5.0
4517,31,4.666666666666667
1563,32,3.0
2107,33,3.0
3430,33,3.0
7173,33,2.0
12949,33,4.0
31263,33,3.0
5269,34,3.0
80786,34,5.0
19953,35,4.0
31216,35,4.0
34759,35,4.0
10113,36,4.0
2920,37,4.0
15081,37,4.0
62235,38,2.0
233,39,3.0
455,40,4.0
2126,40,4.0
17518,40,3.0
689,41,2.0
21577,41,4.0
1684,42,4.0
8129,43,4.0
13522,43,2.0
171,44,4.0
37730,45,5.0
53825,45,3.0
8891,46,4.0
24623,46,3.0
