603,0,3.0
2340,0,4.0
2497,0,3.0
2981,0,3.0
3863,0,4.0
4806,0,4.0
6810,0,2.0
7849,0,3.0
8130,0,4.0
14056,0,4.0
22292,0,3.0
25690,0,3.0
198,1,4.0
2227,1,4.0
2652,1,3.5
4742,1,3.0
23679,1,3.0
24321,1,3.0
24517,1,5.0
45144,1,4.0
49205,1,3.0
63504,1,4.0
84032,1,4.0
520,2,4.0
3809,2,4.0
11457,2,3.0
31363,2,4.0
43929,2,4.0
385,4,3.0
5311,4,4.0
38363,4,2.0
2447,5,4.0
4394,5,5.0
6261,5,4.666666666666667
1431,6,3.0
2750,6,4.0
6314,6,3.0
9146,6,3.0
20443,6,2.5
246,7,3.0
1195,7,4.0
11743,7,4.0
19542,7,5.0
73723,7,4.0
518,9,4.0
1300,9,3.5
4842,9,4.0
11601,9,4.0
27513,9,4.0
19766,10,4.0
21369,10,3.0
24296,10,4.0
27351,10,3.0
66304,10,3.0
1486,11,5.0
3816,11,4.0
18398,11,3.0
22168,11,5.0
39794,11,1.0
1889,12,3.5
6376,12,4.0
21421,12,3.0
2076,13,5.0
2675,13,5.0
4062,13,4.0
47918,13,4.0
209,14,3.0
322,14,3.0
452,14,3.0
4192,14,5.0
18103,14,3.6
23569,14,3.0
2393,15,2.5
44674,15,4.0
72760,15,2.0
80332,15,2.0
12764,16,4.0
34837,16,4.0
55532,16,3.0
1079,17,5.0
2081,17,4.0
3076,17,5.0
12867,17,4.0
18596,17,4.0
666,18,4.0
44031,18,4.0
28,19,4.0
298,19,3.0
1883,19,4.0
2060,19,4.0
25113,19,5.0
45053,19,4.0
9586,21,3.0
13738,21,3.0
21759,21,3.0
1034,22,5.0
16213,22,4.0
53038,22,4.0
53797,22,3.0
71188,22,3.5
2318,23,5.0
3603,23,3.0
8065,23,3.5
19045,23,5.0
179,24,5.0
3493,24,4.0
9307,24,5.0
724,25,3.0
8424,25,2.0
9423,25,3.0
3414,26,4.0
11288,26,4.0
12807,26,3.0
15656,26,4.0
22909,26,2.0
48379,26,5.0
52460,26,4.0
1424,27,4.0
10961,27,1.0
105,28,3.0
584,28,4.0
2511,28,4.0
12706,29,2.0
32557,29,1.0
166,30,4.5
381,30,4.0
7436,30,4.0
7192,31,5.0
23490,31,4.0
35230,31,4.5
66420,31,5.0
3309,32,4.0
4143,32,5.0
6072,32,4.0
264,33,5.0
333,33,3.0
481,33,4.0
583,33,3.0
36722,33,4.0
1384,35,4.0
7147,35,4.0
26130,35,5.0
51884,36,3.0
63805,36,4.0
5755,37,3.0
1279,38,4.0
5037,38,3.0
25876,39,4.0
