365,0,3.0
1895,0,4.0
1978,0,3.0
5027,0,3.0
8046,0,1.0
12223,0,4.0
15123,0,2.0
16359,0,2.0
40075,0,2.0
112,1,4.0
2983,1,4.0
10080,1,4.0
29885,1,4.0
42298,1,5.0
76771,1,3.0
596,2,4.0
4392,2,3.0
23101,2,3.0
35833,2,2.0
69509,2,4.0
111,3,4.0
674,3,3.0
704,3,3.0
1611,3,4.0
1722,3,4.0
3533,3,4.0
11997,3,5.0
16261,3,3.0
20308,3,4.0
796,4,4.0
1110,4,4.0
3290,4,4.0
23213,4,4.0
592,5,4.0
714,5,4.0
24304,5,5.0
694,6,3.0
1144,6,4.0
1279,6,3.0
1699,6,3.0
3452,6,3.0
4096,6,3.0
5692,6,4.0
14266,6,3.0
15753,6,4.0
27151,6,2.0
342,7,4.0
512,7,3.0
7812,7,4.0
83,8,4.0
6943,8,4.0
27566,8,5.0
218,9,4.0
3867,9,4.0
20515,9,4.0
3236,10,4.0
4306,10,4.0
36017,10,5.0
45905,10,4.0
62657,10,4.0
1750,11,5.0
1763,11,5.0
5132,11,3.0
5975,11,5.0
6288,11,4.0
221,12,4.0
349,12,5.0
1918,12,4.0
3023,12,4.0
9840,12,3.0
13697,12,1.0
18086,12,4.0
573,13,5.0
13064,13,5.0
77499,13,5.0
125,14,3.0
4372,15,3.0
22744,15,4.0
49531,15,3.0
81225,15,3.0
842,16,4.0
949,16,4.0
51496,16,3.0
62995,16,5.0
67439,16,4.0
1379,17,4.0
1530,17,4.0
3973,17,3.0
5276,17,4.0
13030,17,5.0
19865,17,3.0
30439,17,5.0
38466,17,3.0
57,18,3.0
9389,18,4.0
20604,18,3.0
3828,19,4.0
6002,19,3.0
29549,19,4.0
35764,19,4.0
43911,19,4.0
348,20,4.5
3763,20,3.5
6497,20,3.0
6960,20,4.0
7633,20,4.0
24257,21,4.0
32935,21,4.0
48043,21,3.0
56799,21,5.0
24159,22,4.0
51808,22,4.0
55187,22,4.0
1587,23,4.0
21972,23,5.0
2588,24,5.0
6052,24,1.0
7618,24,3.0
12540,24,3.0
151,25,5.0
7476,25,3.0
1619,26,4.0
3474,26,4.0
370,27,3.0
550,27,5.0
582,28,4.0
1912,28,2.0
2505,28,3.0
5007,28,3.0
23896,28,4.0
1296,29,5.0
3165,29,4.0
9783,29,4.0
2425,30,2.0
1030,31,2.0
4003,31,2.0
10876,31,5.0
18698,31,5.0
53312,32,4.0
1541,33,3.0
11291,33,3.0
65579,34,3.0
1876,35,3.0
7616,35,4.0
21433,35,4.0
15577,36,2.0
18492,36,4.0
24424,36,4.0
26636,36,4.0
77,37,3.0
19626,37,4.0
142,38,5.0
330,39,2.0
372,39,2.0
11384,39,4.0
13265,39,4.0
53076,39,4.0
1163,40,4.0
6745,40,4.0
1415,41,3.0
3120,41,4.0
20882,41,2.0
45870,41,4.0
28179,42,5.0
2305,43,4.0
5883,43,1.0
2376,44,4.0
3350,44,4.0
30338,44,5.0
70828,44,5.0
5238,45,3.0
56130,45,3.0
64617,45,4.0
71830,45,4.0
11355,46,3.0
24894,46,4.0
6934,47,4.0
14136,47,2.0
6249,48,5.0
38071,48,3.0
6806,49,4.0
9286,49,4.0
29938,49,4.0
2975,50,4.0
11962,50,3.0
536,51,4.5
1278,51,2.0
3013,51,4.0
5021,51,2.0
375,52,3.0
11833,53,4.5
13159,53,4.0
26359,53,4.0
361,54,4.0
2325,54,4.0
298,55,5.0
33793,55,2.0
36990,55,3.0
229,56,4.0
679,56,5.0
721,56,4.0
1884,56,5.0
10098,56,4.0
39977,56,4.0
83300,56,3.0
302,57,4.0
4950,57,4.0
5851,57,4.0
7579,57,4.0
8745,57,5.0
483,58,4.0
3670,58,4.0
5208,58,5.0
231,59,5.0
16689,59,4.0
29087,59,3.0
40512,59,4.0
948,60,4.0
6500,60,5.0
16478,60,4.0
24409,60,3.0
357,61,3.5
1159,61,4.0
2714,61,3.0
14687,62,5.0
64295,62,3.0
3235,63,4.0
4574,63,3.0
20808,63,5.0
44376,63,4.0
408,64,2.5
884,66,3.0
5621,66,4.0
19206,67,3.0
22197,67,4.0
31001,68,5.0
49087,68,4.0
83617,68,5.0
3777,69,4.0
24288,69,5.0
52480,69,4.0
7456,70,3.0
8328,70,3.0
16828,71,4.0
1234,72,3.0
7251,72,4.0
8179,72,4.0
64046,73,4.0
173,74,4.5
6474,74,4.0
8285,74,3.0
16546,74,4.0
808,75,3.5
8371,75,2.0
2654,76,5.0
3773,77,4.0
4420,77,4.0
27484,78,4.0
79155,78,4.0
335,79,3.0
3722,79,4.0
39701,79,5.0
762,80,4.0
5020,80,5.0
5434,80,3.0
26434,81,3.0
46065,82,4.0
1783,83,3.0
50742,84,4.0
65578,84,4.0
74852,84,3.0
2114,86,4.0
14108,86,4.0
31397,87,3.0
5170,88,1.0
19458,88,2.0
85199,88,4.0
346,89,3.0
8301,89,3.0
8741,91,4.0
15245,91,5.0
361,92,3.0
9677,92,4.0
20668,92,3.0
2663,93,4.0
7472,93,3.0
3700,96,4.0
5011,96,5.0
18155,96,4.0
26863,96,3.0
168,97,4.0
6550,97,5.0
211,98,2.0
5141,99,4.0
610,100,3.0
1588,100,4.0
12676,100,5.0
39152,100,4.0
20489,101,5.0
25826,101,5.0
1828,102,5.0
3581,102,3.0
13703,102,2.0
43528,102,4.0
60934,102,5.0
83788,103,1.0
2806,104,5.0
7525,104,4.0
2353,105,4.0
566,106,5.0
735,106,4.0
4500,106,4.0
58766,107,4.0
8191,108,4.0
9672,109,4.0
33852,109,3.0
8708,110,3.0
2149,111,2.0
17348,111,1.0
373,112,3.5
5556,113,5.0
22492,113,3.0
22830,113,3.0
14571,114,4.0
19647,114,4.0
34053,114,4.0
5659,115,4.0
11594,115,4.0
465,118,5.0
4785,118,3.0
105,119,3.0
5402,119,5.0
1480,120,5.0
2574,121,5.0
46276,121,5.0
1619,122,5.0
18365,122,4.0
57162,122,4.0
43905,123,4.0
3295,124,4.0
24023,124,4.0
4213,125,5.0
24982,125,5.0
36619,125,2.0
9985,126,4.0
44659,126,1.0
27590,127,3.0
36130,127,1.0
769,128,3.0
859,128,1.0
1219,128,4.0
2491,128,4.0
6244,128,4.0
9837,128,3.0
68832,128,5.0
5075,129,5.0
804,131,4.0
5269,131,3.0
268,135,4.0
62302,135,4.0
1156,136,4.0
2962,138,4.0
4666,138,4.0
21080,139,4.0
40580,139,5.0
323,140,2.0
2123,141,5.0
3079,141,4.0
12748,141,5.0
42,142,3.0
18668,142,4.0
148,144,4.0
177,144,3.5
2580,145,4.5
18452,146,5.0
18776,146,2.0
23030,146,3.0
3777,148,4.0
7793,150,4.0
1036,151,4.0
3110,152,4.0
31322,152,5.0
2237,153,4.0
13250,153,5.0
57196,153,1.0
2050,154,3.0
3457,154,2.0
15416,155,4.0
31709,155,4.0
1408,156,4.0
843,157,5.0
13515,157,4.0
23317,157,4.0
2911,160,3.0
222,161,5.0
12971,161,3.0
1946,162,5.0
8179,162,4.0
184,163,5.0
853,163,5.0
1136,164,4.0
1881,164,2.0
35149,164,4.0
82080,164,4.0
55,167,4.0
88,167,4.0
6585,167,4.0
4687,168,4.0
13403,168,3.0
20514,168,2.5
33392,168,3.0
1452,170,1.0
3655,170,2.0
5254,170,3.0
1216,171,3.0
1328,172,2.5
2907,172,4.0
11988,172,4.0
18372,172,3.0
732,173,3.0
9963,173,5.0
30873,174,5.0
1308,175,3.0
19158,175,5.0
80964,175,5.0
8929,176,4.0
1568,177,2.0
942,178,4.0
4289,178,4.0
6803,178,4.0
20020,178,1.0
66520,178,5.0
1444,179,4.0
1618,179,3.0
12543,179,1.0
864,180,4.0
1541,180,4.0
8833,181,2.0
21836,181,3.0
46614,181,5.0
6439,182,5.0
16615,182,3.0
12695,183,4.0
19736,183,4.0
26972,183,4.0
